"","Tweets","Language","Follower","favourites_count","friends_count","statuses_count","time_zone","id_str","location","coordinates","retweet_count","id_str_tweet","in_reply_to_status_id_str","Weekday","Month","DayOfMonth","Hour","Min","Sec","Timezone","Year"
"404","HEY. @alecbaldwin My brother lives and works in Banff and saw you getting out of a SUV!  You are typical Liberal hypocrite! #goodforthegoose","en","20","0","71","556","Eastern Time (US & Canada)","17267885","",NA,"0","157829474304532481",NA,"Fri","Jan","13","14","20","53","+0000","2012"
"405","@derpinya @alecberame sali lang :) sa AKIC ba haunted?","en","1185","3130","1363","10480","Alaska","59404755","Philippines",NA,"0","200635517535133696","200635124746952704","Thu","May","10","17","16","49","+0000","2012"
"406","@nabilasfp gak tau,cintannya gak kuat jd robek lg (<U+02D8><U+0329><U+0329><U+0329>_<U+02D8><U+0329><U+0329><U+0329>) msi cak kayna e (<U+0283><U+2323><U+01AA>) cukup tau kalo kamu it udh pecbul eeeehhh:'","en","85","188","105","7831",NA,"403338508","tao's heart<U+2665> ",NA,"0","200637136507125760","200636754221469696","Thu","May","10","17","23","15","+0000","2012"
"407","@aycalev aynen sikayt edermk de tutusurlar mecbur!:)","en","739","10","272","15930","Istanbul","163983482","",NA,"0","200894712905875457","200893710387527680","Fri","May","11","10","26","46","+0000","2012"
"408","RT @gonca1234: #astsubaylar askeri yargi askeri hakim disiplin mahkemesi iç hizmet 24 saat mesai ayda 6 nöbet 15 yil mecburi hizmet olma ...","en","3","0","15","40",NA,"282116692","",NA,"21","200895002342203393",NA,"Fri","May","11","10","27","55","+0000","2012"
"409","""@alecbradley: http://t.co/yMpJIUal http://t.co/Lq847cSS"" way to go Matt!!","en","70","1","106","576",NA,"281040736","Keizer, Oregon",NA,"0","201026468585811969",NA,"Fri","May","11","19","10","19","+0000","2012"
"410","RT @alecbaldwin: Those who do not support marriage equality do not understand love itself.","en","8","45","57","382","Moscow","122795018","",NA,"1650","201030272832114688",NA,"Fri","May","11","19","25","26","+0000","2012"
"411","RT @rebecbeca Bacot lo!!! +<U+041F>+","en","209","5","374","2445","Pacific Time (US & Canada)","223107927","Jakarta,Indonesia",NA,"0","201285592699514881","201285507261530114","Sat","May","12","12","19","59","+0000","2012"
"412","RT @spectator: DSK gives men like me a bad name, says Taki, as he prepares to star in a movie with @alecbaldwin: http://t.co/LhrF1ZMX","en","88","1","240","174","Sydney","167659129","Canberra",NA,"2","201286544798134272",NA,"Sat","May","12","12","23","46","+0000","2012"
"413","@FLABAHIA Hã? RT #ecbahia_oficial: Para a torcida que não vai ao estádio, teremos a CONCENTRAÇÃO TRICOLOR. Transmissão Oficial Bahia C.Hall","en","274","784","335","8006","Santiago","21158587","Salvador, BA, Brasil",NA,"0","201665118491250692",NA,"Sun","May","13","13","28","05","+0000","2012"
"414","RT @K_Alsuliman: <U+0627><U+0644><U+062A><U+063A><U+0631><U+064A><U+062F> <U+0636><U+062F> <U+0627><U+0644><U+0644><U+0647> !
 http://t.co/sUE5Qecb","en","12","6","19","142",NA,"538524206",NA,NA,"1242","201665739231469569",NA,"Sun","May","13","13","30","33","+0000","2012"
"415","@candacecbure happy mothers day hope it's a good one","en","237","194","261","15587","Pacific Time (US & Canada)","32806153","California",NA,"0","201796647674589184","201792889884385280","Sun","May","13","22","10","44","+0000","2012"
"416","@katecbyrne Very Interesting - looking forward to it @Fiona_Bradley","en","1491","935","597","11012","Copenhagen","25496079","54.695363,11.951536",NA,"0","201797163573981184","201796507899400192","Sun","May","13","22","12","47","+0000","2012"
"417","@alecbaldwin If you think that's beautiful, have you ever been to Lucern Switzerland? #Majestic","en","18","7","56","67","Quito","156111651","",NA,"0","157956863722397696","157857216316182529","Fri","Jan","13","22","47","05","+0000","2012"
"418","#ff good celebs @diablocody @ebertchicago @JohnFDaley @alecbaldwin @alliharvard","en","1285","203","185","29618","Eastern Time (US & Canada)","231509058","",NA,"0","157957115359666177",NA,"Fri","Jan","13","22","48","05","+0000","2012"
"419","@intimatebanky wud luv 2 bt its nt changin","en","409","1","346","12615",NA,"257407702","",NA,"0","157958432392089600","157952347161632768","Fri","Jan","13","22","53","19","+0000","2012"
"420","@thecbaybee yayyaya me too!!!","en","89","8","114","861","Central Time (US & Canada)","195118856","Philadelphia, PA",NA,"0","157958839214419968","157945575323607041","Fri","Jan","13","22","54","56","+0000","2012"
"421","RT @candacecbure: Love this!! Blow it up & RT: Why I Hate Religion, But Love Jesus || Spoken Word: http://t.co/4jfsYsda","en","13","1","48","71","Pacific Time (US & Canada)","274348844","colorado! (:",NA,"81","157960063946997761",NA,"Fri","Jan","13","22","59","48","+0000","2012"
"422","RT @alecbaldwin: Oh, Canada... http://t.co/Mwf5Fonb","en","29","3","119","1028","London","44208898","around and about",NA,"2","157960475013943296",NA,"Fri","Jan","13","23","01","26","+0000","2012"
"423","Oh and I thought Suburban Girl was charming as well @alecbaldwin","en","160","86","163","15093","Eastern Time (US & Canada)","20293840","#Jersey [fistpump]",NA,"0","157960504369889281",NA,"Fri","Jan","13","23","01","33","+0000","2012"
"424","I'm giving away:   Sell one like this Birds (1984, Paperback) The Wonder Book of How and Why. Check it o http://t.co/yo9Aecbo","en","47","16","92","1997",NA,"307617467",NA,NA,"0","157960823120203776",NA,"Fri","Jan","13","23","02","49","+0000","2012"
"425","RT @RachelPolakoff: Wait...... I have to stay after school #execboardprobz","en","183","2","141","4144","Quito","202365295","",NA,"0","202064818868461568",NA,"Mon","May","14","15","56","21","+0000","2012"
"426","Social Media And Wealth Management - The Compliance Challenge http://t.co/zHHaa9DX@capgemini.com via @WealthTechNews #privatebanking","en","132","1","291","477",NA,"114882876","Amsterdam",NA,"0","202066194604359680",NA,"Mon","May","14","16","01","49","+0000","2012"
"427","@risadinhaecb Zé Osvaldo ta na sua intenção viu risadinha! O vs petinha te esculhambou hj na radio!! #seligue","en","54","0","128","3211",NA,"64857420","",NA,"0","202198248079896579",NA,"Tue","May","15","00","46","33","+0000","2012"
"428","RT if you loved @candacecbure since her Dj days on #FullHouse !  :) http://t.co/gw3iRo93","en","2383","1","235","386","Arizona","525734705","",NA,"0","202198461972623360",NA,"Tue","May","15","00","47","25","+0000","2012"
"429","Paling bisa ngomong Alhamdullilah ya....dengan logatnya@miekecbayu: sore2 ngakak","en","27","0","41","106","Jakarta","24823314","ÜT: -5.737142,106.618978",NA,"0","202323976519827457",NA,"Tue","May","15","09","06","09","+0000","2012"
"430","RT @katebanks11: Treat people the way u expect to be treated, jheez!!","en","256","32","425","8592",NA,"24862141","North Kent, UK.",NA,"0","202767280914960384",NA,"Wed","May","16","14","27","41","+0000","2012"
"431","European Central Bank Opposes Higher Taxes - Link:  http://t.co/w5LEYHEU","en","101","0","63","7693","Central Time (US & Canada)","305796256","Milwaukee, Wisconsin - USA",NA,"0","202770644729987073",NA,"Wed","May","16","14","41","03","+0000","2012"
"432","@Mariiainee @littlecbeadles yes i am :))","en","1059","49","587","14430","Pacific Time (US & Canada)","171835970","Newfoundland, Canada",NA,"0","202771689115893761","202645227440324609","Wed","May","16","14","45","12","+0000","2012"
"433","@_michellecb mas n sou tão baixa assim ta??","en","225","272","158","33959","Santiago","197996106","no <U+2665> da Lili.",NA,"0","202903709045362688","202903550429380609","Wed","May","16","23","29","48","+0000","2012"
"434","I just became the mayor of Coworking Lex&amp;Com on @foursquare! http://t.co/Dnivecbn","en","102","42","57","780","Madrid","19657015","Portuguese in Madrid (Spain)","-3.71046066;40.61199776","0","203027994657304576",NA,"Thu","May","17","07","43","40","+0000","2012"
"435","@Felipecbarros_ KKKKKKKKKKKKKKKKKKKKKKKKKKKKKK FALECI.","en","378","4","966","8651",NA,"199027518","Rorâema pra você",NA,"0","203223956721905664","203223693135052802","Thu","May","17","20","42","21","+0000","2012"
"436","@livelovecbreezy LOLOLOL SOO GOOD;p","en","172","3","155","1222",NA,"385702539","",NA,"0","203357088154521600","203338382376574976","Fri","May","18","05","31","22","+0000","2012"
"437","@alecbaldwin @MrCraigBierko ""The Grape Jam of Wrath"" #booksyoucaneat ""2 Egg Hamlet w/ Danish"" ""Breakfast at Tiffanys"" ""","en","243","1178","1377","8188","Alaska","165020784","",NA,"0","158081224827600896","158079609966051328","Sat","Jan","14","07","01","15","+0000","2012"
"438","RT @taecberly: Good!RT @lindabangs: Im reaching! Haha<U+263A>RT @shendykoh: Starbucks with @taecberly ~ (cont) http://t.co/zAdLHO9m","en","399","352","195","66350","Alaska","62006288","With @Yangyoyang",NA,"0","158082093048528900",NA,"Sat","Jan","14","07","04","42","+0000","2012"
"439","REAL LIFE RT @MattWeaverSBN: We were stuck in the #NASCARHoF parking lot for 10 minutes. Not very coordinated :D  @NASCARKaty @becbeat555","en","1473","9","1755","18136","Quito","23338249","Ashland, KY",NA,"0","203484980859518977",NA,"Fri","May","18","13","59","34","+0000","2012"
"440","Hartford Job: UnitedHealth Group INROADS Internship Program - US: UnitedHealth Group - Hartford, CT - This... http://t.co/tDecbr2K #Jobs","en","207","0","14","11485","Eastern Time (US & Canada)","214426237","Hartford, Connecticut, USA",NA,"0","203733501768511489",NA,"Sat","May","19","06","27","06","+0000","2012"
"441","@alecbaldwin say hi to me plz! i have autism","en","4","7","7","33","Atlantic Time (Canada)","520636994","rack city",NA,"0","203734235759132673",NA,"Sat","May","19","06","30","01","+0000","2012"
"442","Via @Khaberni <U+0644><U+0635><U+0648><U+0635> <U+064A><U+0633><U+0631><U+0642><U+0648><U+0646> <U+0634><U+062C><U+0631><U+0629> <U+0639><U+0645><U+0631><U+0647><U+0627> 800 <U+0639><U+0627><U+0645>:  http://t.co/ecbJWwQ3 #Amman #JO","en","4549","0","1","65205","Jerusalem","256343580","Amman, Jordan",NA,"0","203867492995702784",NA,"Sat","May","19","15","19","32","+0000","2012"
"443","Çiçek: Yeni anayasa artik mecburiyet oldu!: TBMM Baskani Cemil Çicek, ""Yeni anayasa artik mecburiyet oldu. Çünkü... http://t.co/8YPkY1xR","en","459","0","2","23443","Greenland","249815627","Istanbul",NA,"0","203996383936647169",NA,"Sat","May","19","23","51","42","+0000","2012"
"444","RT @SnoopDogg: Shout out to my homeboy Didier Drogba and tha Chelsea squad 4 winning tha Champions League! 1st time Uhearme #execbranch","en","47","113","108","1617",NA,"33975752","planet earth",NA,"2862","204118761161236480",NA,"Sun","May","20","07","57","59","+0000","2012"
"445","Kardesime bakin :D beni bunu izlemeye mecbur birakiyorlar. http://t.co/G35as0QA","en","544","6","822","494","Quito","184137493","Istanbul",NA,"0","204120866722816000",NA,"Sun","May","20","08","06","22","+0000","2012"
"446","RT @bachvufoo: @SimplyBeckyV @mimsy4ever and @Bwhitecb27 got me rolling !!!","en","203","1188","190","7228","Eastern Time (US & Canada)","553614952","#TeamFollowBack ",NA,"0","204255319327649792",NA,"Sun","May","20","17","00","37","+0000","2012"
"447","#nowwatching #thewager cc: @candacecbure  http://t.co/rgH0lihw","en","485","4244","354","12723","Mountain Time (US & Canada)","18694331","Meridian, Idaho",NA,"0","204376647930101760",NA,"Mon","May","21","01","02","44","+0000","2012"
"448","Some leaders in PGCPS - Heart of the problems in Schools.  http://t.co/WHx5NTyc via @countyexecbaker","en","1550","0","2000","37",NA,"580515745","GreenBelt MD",NA,"0","204627509256527872",NA,"Mon","May","21","17","39","34","+0000","2012"
"449","@larissaecb Valeeeeeeu,linda!","en","638","13","195","5326","Greenland","91506731","",NA,"0","204630701117677568","204629083781476352","Mon","May","21","17","52","15","+0000","2012"
"450","@bertonecb good thanks","en","22481","157","20964","175731","Edinburgh","111873330","<U+01B8><U+0335><U+0321><U+04DC><U+0335><U+0328>¯<U+01B7>Scotland <U+01B8><U+0335><U+0321><U+04DC><U+0335><U+0328>¯<U+01B7>",NA,"0","204632752128139265","204614204982951937","Mon","May","21","18","00","24","+0000","2012"
"451","Sooo much booze with @unikecb and am drinking mirinda... #thanxtomalaria","en","53","7","49","1783","Central Time (US & Canada)","301525643","windhoek",NA,"0","158209352434589698",NA,"Sat","Jan","14","15","30","23","+0000","2012"
"452","@Decb5 I know :)","en","66","0","166","628",NA,"157692902","",NA,"0","158212569469943809","158212336165978113","Sat","Jan","14","15","43","10","+0000","2012"
"453","RT @blisstreedotcom: Watch @alecbaldwin and @hilariathomas do #yoga at @cannes_2012 ---&gt; http://t.co/ilx2wFTT |I need Hilaria's Cracker Face","en","307","6","623","1948","Eastern Time (US & Canada)","252260916","Boston, most of the time... ",NA,"0","204759793439735808",NA,"Tue","May","22","02","25","13","+0000","2012"
"454","RT @Alec_PBBTeens4: Go for BB ALEC just txt BB ALEC send to 231 to Smart/TNT 2331 to Globe/TM/SUN @alecaddicts @alecbelievers @alecnatic ...","en","76","35","30","102","Bangkok","452670804","",NA,"2","204764373598736384",NA,"Tue","May","22","02","43","25","+0000","2012"
"455","RT @candacecbure: Love it RT @terenoddo: Some kids aren't even going to know what the first thing is! http://t.co/MHYWsGHV","en","24","1","87","383","Eastern Time (US & Canada)","24483958","",NA,"19","204765178913505280",NA,"Tue","May","22","02","46","37","+0000","2012"
"456","@cecbwl porfavor!!! Te lo ruego :(","en","539","84","1100","9321","Central Time (US & Canada)","105555210","Mexico",NA,"0","204765573161304064",NA,"Tue","May","22","02","48","11","+0000","2012"
"457","Clue1 ladyy RT @intimatebanky: C kweshun o RT @Koonley: This your handle is confusing biko. Are you M or F? ---&gt;@LADYY_HAAHA","en","861","1823","545","37074","Central Time (US & Canada)","90914883","Everywhere she goes",NA,"0","205015562093473792",NA,"Tue","May","22","19","21","33","+0000","2012"
"458","RT @fdecbn: Se a Xuxa tivesse ""permanecida calada"" e o Cachoeira resolvido desabafar, o Brasil estaria beeem melhor nessa semana","en","1852","269","268","23344","Brasilia","17882488","Rio de Janeiro",NA,"7","205017130733805569",NA,"Tue","May","22","19","27","47","+0000","2012"
"459","RT @littlecball: I hate it when people suck at cheating....","en","318","13","282","5955","Amsterdam","424354158","The Netherlands",NA,"0","205018644881743872",NA,"Tue","May","22","19","33","48","+0000","2012"
"460","@TaylanOzcanGNL @BusraKucukcakir söz konusu Yalin olunca sabir zor oluyor Taylan abi:)napalim mecbur beklicez artik:)","en","184","6","164","3025","Greenland","104874086","ankara/turkey",NA,"0","205279362814185473","205171976304721920","Wed","May","23","12","49","48","+0000","2012"
"461","RT @candicecbailey: Funtimes with @FashionNewsEd @FashNewsAssist @leanneball at the @drmartens soirée #firstandforever","en","5960","1","2434","1746","London","24609490","London ",NA,"0","205402910253780993",NA,"Wed","May","23","21","00","44","+0000","2012"
"462","@ambkav @vtecb18 @becki1989 is nandos Friday? I'm on about taking the jet ski out : /","en","163","8","392","10736",NA,"107453537","Chesterfield, Derbyshire",NA,"0","205407377174970369","205387102093967362","Wed","May","23","21","18","29","+0000","2012"
"463","@alecbaldwin ""you have insulted me for the LAST time!"" sounds like a violent threat. Hope your daughter has a restraining order on your ass.","en","27","1","104","356",NA,"146473443","",NA,"0","205665171702689794",NA,"Thu","May","24","14","22","52","+0000","2012"
"464","@malliecbby14 am I invited?!","en","131","39","150","408",NA,"541723274",NA,NA,"0","205669705715949568","205669562526605314","Thu","May","24","14","40","53","+0000","2012"
"465","@Salieri_ Ben de tam onu diyorum. Konjonktur bir partiyi ""adim atmaya"" mecbur birakirsa, o guncel CV'sinde hep kalir mi ""cesaret"" diye?","en","2946","41","1506","13148","Eastern Time (US & Canada)","45158028","ubiquitous",NA,"0","205670209040826369","205669834376216578","Thu","May","24","14","42","53","+0000","2012"
"466","@littlecball me&lt;3","en","13","4","216","402","Central Time (US & Canada)","448156816",NA,NA,"0","158339312914677760","158338825003876352","Sun","Jan","15","00","06","48","+0000","2012"
"467","@rebecbeca gua lgi hajar ama oma tak ahahah","en","287","44","236","7038","Pacific Time (US & Canada)","238917504","Eunhyuk Brain",NA,"0","206054784795557888","206054047415943168","Fri","May","25","16","11","03","+0000","2012"
"468","RT @KylieJenner: Saw @littlecbeadles using Keek - follow me too!!! username:KylieJenner 
http://t.co/mdjVMyRF","en","1696","369","1784","16467","Pacific Time (US & Canada)","256803027","BIEBERTOWN ¦<U+2665>¦",NA,"128","206185017938939904",NA,"Sat","May","26","00","48","33","+0000","2012"
"469","RT @Roberto_Cavalli: The beautiful @hilariathomas in Roberto Cavalli with @alecbaldwin at the 'Mud' Premiere in #Cannes2012 #CannesLive  ...","en","2039","1776","2231","179902","Pacific Time (US & Canada)","37725640","If I'm not there, I'm here.",NA,"12","206446084002824192",NA,"Sat","May","26","18","05","56","+0000","2012"
"470","Great day for England in the cricket #ecb @Rusty_15 loved Goodwood too","en","187","1","396","695","London","96816433","LB, UK",NA,"0","206446138511982592",NA,"Sat","May","26","18","06","09","+0000","2012"
"471","Bizi böyle salak salak, amaçsiz hazirlik maçlarini izletmeye mecbur birakan zihniyet...tesekkürler !","en","277","16","199","7122",NA,"326104333","",NA,"0","206448252437012480",NA,"Sat","May","26","18","14","33","+0000","2012"
"472","Much better! “@_Jerz: :-) #RealHairAppreciationDay http://t.co/YSvecbEu”","en","503","2102","300","27599","Mountain Time (US & Canada)","223720435","denver.",NA,"0","206450529952473088",NA,"Sat","May","26","18","23","36","+0000","2012"
"473","@jearle @secboffin in angry birds. Upper right corner...","en","535","2","516","13789","Bangkok","18627747","Bangkok",NA,"0","206704889315864576","206704680028479489","Sun","May","27","11","14","20","+0000","2012"
"474","#news <U+0644><U+064A><U+0628><U+064A><U+0627>: <U+062A><U+0648><U+0642><U+0639><U+0627><U+062A> <U+0628><U+062A><U+0623><U+062C><U+064A><U+0644> <U+0627><U+0646><U+062A><U+062E><U+0627><U+0628><U+0627><U+062A> <U+0627><U+0644><U+0645><U+062C><U+0644><U+0633> <U+0627><U+0644><U+0648><U+0637><U+0646><U+064A> http://t.co/6ecbUBzw #usa #uk #gcc","en","1055","0","7","57654",NA,"502025254","",NA,"0","207090534592954368",NA,"Mon","May","28","12","46","45","+0000","2012"
"475","@littlecbeadles ELLIE ENGLAND AND I CAN GO UP TO LIVERPOOL TO MEET YOU OMG PLEASE PICK ME I WILL CRY PLEASE!","en","2138","156","2159","25343","London","154954915","being famous in NYC",NA,"0","207092770148589568",NA,"Mon","May","28","12","55","38","+0000","2012"
"476","@maecbtunod salamat po sa pag-agreee :)","en","272","10","252","7305","Quito","127174244","Cebu, Philippines",NA,"0","207093118280011777","207092759390199808","Mon","May","28","12","57","01","+0000","2012"
"477","RT @Zerdust: ""Merhaba, ben Azad, 30 yasindayim, 23 yil once Turkce ogrendim, *Mecburen..!*"" (Turkce olimpiyatlari)","en","60","190","175","1043","Hawaii","486878310","Italy",NA,"1","207215193489543168",NA,"Mon","May","28","21","02","06","+0000","2012"
"478","@becbecbec_ ahhhhh mate, Wednesday? 1 and 2?","en","511","519","403","13478",NA,"43514616","Worksop, Nottinghamshire",NA,"0","207215222883237889","207215103253282816","Mon","May","28","21","02","13","+0000","2012"
"479","RT @becbligh_: Want to live in Chelsea #madeinchelsea","en","143","0","202","1077",NA,"429014940","Middlesbrough",NA,"0","207217320031027200",NA,"Mon","May","28","21","10","33","+0000","2012"
"480","@alecbaldwin So happy you love Banff so much! We Albertans love it as well. Such beauty.","en","25","0","95","111",NA,"421509819","Canada",NA,"0","158464697442631680",NA,"Sun","Jan","15","08","25","02","+0000","2012"
"481","@becballard @janinegreaney1 @laurenphillips_ I'm nearly a man.","en","295","0","689","1315","Melbourne","47568259","Melbourne, Australia",NA,"0","158466421330952193","158466277759922176","Sun","Jan","15","08","31","53","+0000","2012"
"482","I'm a bear and a daddy...I'm a daddybear. @alecbaldwin #Prized in the #gay community.","en","72","465","366","971",NA,"451081784","Phoenix,az",NA,"0","207340787757879296",NA,"Tue","May","29","05","21","10","+0000","2012"
"483","RT @alecbyrnez: let's get this shit over with","en","225","522","211","2396","Mountain Time (US & Canada)","326325831","K_t0\/\/|\|",NA,"4","207475466867720192",NA,"Tue","May","29","14","16","20","+0000","2012"
"484","RT @patlaynsekerjoy: #seviyorsan göt gibi birakilmaya mecbursun...","en","1500","37","2003","1177","Istanbul","304329396","",NA,"1","207477127786938368",NA,"Tue","May","29","14","22","56","+0000","2012"
"485","@waynerooney9 @Becbrum7 @duncanbannatyne lololol","en","208","3","209","5375","London","55678252","England",NA,"0","207599777632894976","207599610238205954","Tue","May","29","22","30","18","+0000","2012"
"486","@ecbratch thank you!","en","204","257","160","4970","Central Time (US & Canada)","23896303","Kokomo,IN",NA,"0","207601212068085760","207597025846497281","Tue","May","29","22","36","00","+0000","2012"
"487","@alecbaldwin puppets","en","11","7","85","97",NA,"343473271","Nova Scotia",NA,"0","207855810519379968","207845273542733825","Wed","May","30","15","27","41","+0000","2012"
"488","This is a bit creepy. MT @stevecbc: Web team working on a cool infographic that will break down where the toddlers are. #cbc","en","127","1","138","8169","Pacific Time (US & Canada)","168696461","",NA,"0","207856221565358080",NA,"Wed","May","30","15","29","19","+0000","2012"
"489","Rich @alecbaldwin . Also, unqualified would play.","en","235","17","426","2436",NA,"143914975","SC, GA, AL the I-20 pendulum",NA,"0","207856875889377280","207845273542733825","Wed","May","30","15","31","55","+0000","2012"
"490","""@alecbaldwin: In one word, describe people who run for President these days..."" Bored.","en","162","0","264","3214","Pacific Time (US & Canada)","52965871","New Brunswick",NA,"0","207858255823765504",NA,"Wed","May","30","15","37","24","+0000","2012"
"491","RT @NajlaAl_M: RT @Jokes4ever: RT @FrrFsha: <U+0648><U+0635><U+0644><U+0646><U+0627> <U+0644><U+0647><U+0630><U+064A> <U+0627><U+0644><U+062F><U+0631><U+062C><U+0629> <U+0645><U+0646> <U+0627><U+0644><U+0643><U+0633><U+0644> ..\355\240\275\355\270\263 #<U+0631><U+064A><U+062A><U+0648><U+064A><U+062A> <U+0627><U+0630><U+0627> <U+0646><U+0641><U+0633> <U+0627><U+0644><U+062D><U+0627><U+0644><U+0629>.. http://t.co/4ecbunYw","en","98","0","122","608","Riyadh","248045128","Dammam, Saudi Arabia",NA,"1","207858440368963586",NA,"Wed","May","30","15","38","08","+0000","2012"
"492","@alecbaldwin  puppets","en","11","4","76","353","Quito","61313996","Albany, NY",NA,"0","207859891602337792","207845273542733825","Wed","May","30","15","43","54","+0000","2012"
"493","@RichardJWood @AppleQ8 @mahamed_elbatal @Elshalkamy and some others unfollowed me [ checked by http://t.co/WaZecbZs ]","en","948","18","1996","21160","Kuwait","233008122","<U+0643><U+0648><U+064A><U+062A>",NA,"0","207860763996594178",NA,"Wed","May","30","15","47","22","+0000","2012"
"494","@KimHeidler totally did @becbitch and I up #MaryKay <ed><U+00A0><U+00BD><ed><U+00B2><U+0087><ed><U+00A0><U+00BD><ed><U+00B2><U+0085><ed><U+00A0><U+00BD><ed><U+00B2><U+008B>","en","103","370","154","1384","Eastern Time (US & Canada)","385212673","Edinboro/North Wales",NA,"0","207983178974117890",NA,"Wed","May","30","23","53","48","+0000","2012"
"495","ECB head Draghi: More progress needed to fix banks: European Central Bank head Mario Draghi says the EU needs to... http://t.co/KTWjBPKI","en","18420","3","12707","26431","Central Time (US & Canada)","13265132","Alabama",NA,"0","208107665887477761",NA,"Thu","May","31","08","08","28","+0000","2012"
"496","Não façam isso. RT @zetecbs: Check out Colégio e Faculdade COTEMIG (R. Santa Cruz, 546, Belo Horizonte) on @foursquare: http://t.co/r2mIEuAf","en","145","2","283","2085","Brasilia","73762646","Belo Horizonte",NA,"0","208235030126936064","208234595970334722","Thu","May","31","16","34","34","+0000","2012"
"497","RT @candacecbure: Shout to the Lord! Praise His name. Jesus!","en","75","20","541","3708","Quito","393125836","Fl, USA",NA,"23","208237446041833472",NA,"Thu","May","31","16","44","10","+0000","2012"
"498","@katebanks11 Congrats x","en","2","0","4","16",NA,"484166017",NA,NA,"0","208238339428581377","208194604359614464","Thu","May","31","16","47","43","+0000","2012"
"499","@alecbaldwin Giants game is at 4:30, though. You should have plenty of time to catch the Golden Globes.","en","551","318","425","28459","Eastern Time (US & Canada)","15319941","NJ",NA,"0","158593349333417984","158593100669923329","Sun","Jan","15","16","56","15","+0000","2012"
"500","@alecbaldwin DVR, just like with 30 Rock.","en","97","138","271","5772","Central Time (US & Canada)","41653430","Lower East Side. Of the U.S.",NA,"0","158594821546713089","158593100669923329","Sun","Jan","15","17","02","06","+0000","2012"
"501","@alecbaldwin WHY I COMPLETELY SUPPORT NEW YORK CITY MAYOR BLOOMBERG'S WAR ON SODA! http://t.co/6X2fKMFl","en","361","0","108","121",NA,"293743889","California",NA,"0","208626346115608577",NA,"Fri","Jun","01","18","29","31","+0000","2012"
"502","RT @statebanks: Looking for a great place to work? We're hiring! Check out our job openings. http://t.co/oYKFM9yu","en","38","3","127","140","Central Time (US & Canada)","266381752","West Fargo, ND",NA,"0","208629089207205889",NA,"Fri","Jun","01","18","40","25","+0000","2012"
"503","RT @jessecbrooks: #ff #favorites @rachelRACH10 @tommytrojan102 @DammitDab @FleurtyWhitney @JICox @sggirl6junebug @ericburton @TweettheSo ...","en","43","5","76","293","Central Time (US & Canada)","488088706","Louisiana",NA,"3","208630154552016897",NA,"Fri","Jun","01","18","44","39","+0000","2012"
"504","alecbaldwin: “@markinzeroland: @alecbaldwin @roberto_maxwell @adamsbaldwin @seanhannity @dloesch -- What's wrong with ball caps &amp; Dockers...","en","535","0","1991","2427","Alaska","458141217","Plainfield",NA,"0","208759745941749762",NA,"Sat","Jun","02","03","19","36","+0000","2012"
"505","And we just chillin <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098> http://t.co/ecbpDvrP","en","409","190","401","6958",NA,"201167535","Bahir Dar to Cali Sippin :)",NA,"0","208761713082900480",NA,"Sat","Jun","02","03","27","26","+0000","2012"
"506","@nataliecbanks txt her and ask he needs riding x","en","53","1","158","574",NA,"510967762","England",NA,"0","208888708202643458","208887741616881664","Sat","Jun","02","11","52","03","+0000","2012"
"507","@alecbaldwin Didn't think you thought chocolate was ""nice"" any more ;-)","en","211","3719","76","3895","Eastern Time (US & Canada)","19128441","Florida",NA,"0","209138600665808896","209138125115637760","Sun","Jun","03","04","25","02","+0000","2012"
"508","Very well done, @clearrecband http://t.co/HI8iOdty","en","255","280","158","4469","Central Time (US & Canada)","347476029","nostalgic dreaming",NA,"0","209138705502453762",NA,"Sun","Jun","03","04","25","29","+0000","2012"
"509","@alecbaldwin Hi :D","en","146","39","415","1162","Pacific Time (US & Canada)","295403857","",NA,"0","209139078824857600",NA,"Sun","Jun","03","04","26","56","+0000","2012"
"510","RT @alecbaldwin: “@EinavDeri: @alecbaldwin answer one of my tweets, say something nice to me...”
Chocolate...","en","339","500","1104","3718","Alaska","60271505","Chula Vista, California. USA",NA,"4","209139305321463811",NA,"Sun","Jun","03","04","27","50","+0000","2012"
"511","@alecbaldwin are you doing your best Victor Laszlo with ""I try?""","en","15","0","95","414","Pacific Time (US & Canada)","216055078","",NA,"0","209140915909050368",NA,"Sun","Jun","03","04","34","14","+0000","2012"
"512","@alecbaldwin who is your role model besides me, of course.","en","215","122","337","658",NA,"390397657",NA,NA,"0","209141192745697281","209139944302714880","Sun","Jun","03","04","35","20","+0000","2012"
"513","@KarinaMendez We'll get  @alecbaldwin 's RT next time ha! In the meantime: ""Buenas Noches Karina!""&lt; Me wearing a suit using a husky voice ;)","en","671","1664","1735","9779","Mexico City","187056479","",NA,"0","209143407338201089","209140240240230400","Sun","Jun","03","04","44","08","+0000","2012"
"514","Intecbrackets – Fits SAMSUNG TVs 37 to 65 inch Black TV bracket with extension arm plus tilt and swivel function... http://t.co/QdmQ89GL","en","1235","3","2001","16256","Jakarta","17438641","indonesia",NA,"0","209270155006582785",NA,"Sun","Jun","03","13","07","47","+0000","2012"
